Date,Year,Month,Quarter,DayOfWeek,Open,High,Low,Close,Volume,Daily_Return_Pct,Cumulative_Return_Pct,Annual_Return_Pct,Volatility_21D,SMA_7,SMA_21,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI_14,BB_Upper,BB_Mid,BB_Lower,BB_Width,ATR_14,OBV
1986-09-11,1986,9,3,Thursday,247.06,247.06,234.67,235.18,237600000,-4.8085,122.37,12.21,1.3992,247.49,248.73,243.16,230.78,246.99,246.45,0.54,2.0676,-1.5276,32.43,256.97,248.88,240.79,0.065,3.48,9154330000.0
1986-09-12,1986,9,3,Friday,235.18,235.45,228.74,230.67,240500000,-1.9177,118.11,10.06,1.4255,244.72,248.01,242.72,230.93,244.48,245.29,-0.81,1.4921,-2.3021,28.41,259.56,248.1,236.64,0.0924,3.71,8913830000.0
1986-09-15,1986,9,3,Monday,230.67,232.82,229.44,231.94,155600000,0.5506,119.31,10.66,1.4329,241.59,247.33,242.32,231.08,242.55,244.3,-1.75,0.8437,-2.5937,31.0,260.89,247.34,233.79,0.1096,3.69,9069430000.0
1986-09-16,1986,9,3,Tuesday,231.93,231.94,228.32,231.72,131200000,-0.0949,119.1,10.56,1.4262,238.91,246.6,242.07,231.23,240.88,243.37,-2.49,0.1769,-2.6669,30.79,261.8,246.56,231.31,0.1237,3.68,8938230000.0
1986-09-17,1986,9,3,Wednesday,231.73,233.81,231.38,231.68,141000000,-0.0173,119.06,10.54,1.4249,236.56,245.85,241.88,231.38,239.47,242.5,-3.03,-0.4645,-2.5655,30.75,262.45,245.82,229.18,0.1353,3.59,8797230000.0
1986-09-18,1986,9,3,Thursday,231.67,232.87,230.57,232.31,132200000,0.2719,119.66,10.84,1.4303,234.37,245.17,241.67,231.54,238.37,241.74,-3.37,-1.0456,-2.3244,32.26,262.51,244.94,227.38,0.1434,3.5,8929430000.0
1986-09-19,1986,9,3,Friday,232.3,232.31,230.69,232.21,153900000,-0.043,119.56,10.79,1.3844,232.24,244.34,241.45,231.68,237.42,241.04,-3.62,-1.5605,-2.0595,32.14,262.37,244.07,225.77,0.15,3.37,8775530000.0
1986-09-22,1986,9,3,Monday,232.2,234.93,232.2,234.93,126100000,1.1714,122.14,12.09,1.4222,232.21,243.63,241.3,231.84,237.04,240.59,-3.55,-1.9584,-1.5916,38.8,261.8,243.31,224.81,0.152,3.32,8901630000.0
1986-09-23,1986,9,3,Tuesday,234.96,235.88,234.5,235.67,132600000,0.315,122.83,12.44,1.4242,232.92,242.94,241.25,232.0,236.83,240.22,-3.39,-2.2447,-1.1453,40.51,261.37,242.7,224.03,0.1539,3.18,9034230000.0
1986-09-24,1986,9,3,Wednesday,235.66,237.06,235.53,236.28,134600000,0.2588,123.41,12.73,1.4199,233.54,242.39,241.31,232.16,236.74,239.93,-3.19,-2.4338,-0.7562,41.95,260.11,241.87,223.63,0.1508,3.06,9168830000.0
1986-09-25,1986,9,3,Thursday,231.83,236.28,230.67,231.83,134300000,-1.8834,119.2,10.61,1.3661,233.56,241.39,241.24,232.3,235.99,239.33,-3.34,-2.615,-0.725,35.25,258.73,240.8,222.87,0.1489,3.25,9034530000.0
1986-09-26,1986,9,3,Friday,231.83,233.68,230.64,232.23,115300000,0.1725,119.58,10.8,1.3659,233.64,240.39,241.17,232.43,235.41,238.8,-3.39,-2.77,-0.62,36.23,257.14,239.77,222.39,0.1449,3.23,9149830000.0
1986-09-29,1986,9,3,Monday,232.23,232.23,228.08,229.91,115600000,-0.999,117.39,9.7,1.3709,233.29,239.3,241.04,232.54,234.56,238.15,-3.59,-2.934,-0.656,33.09,255.36,238.62,221.87,0.1403,3.3,9034230000.0
1986-09-30,1986,9,3,Tuesday,229.91,233.01,229.91,231.32,124900000,0.6133,118.72,10.37,1.3866,233.17,238.27,240.94,232.65,234.06,237.64,-3.58,-3.0632,-0.5168,36.68,254.12,237.76,221.39,0.1377,3.28,9159130000.0
1986-10-01,1986,10,4,Wednesday,231.32,234.62,231.32,233.6,143600000,0.9856,120.88,11.46,1.3838,232.98,237.56,240.85,232.76,233.99,237.34,-3.35,-3.1206,-0.2294,42.11,252.32,236.93,221.55,0.1299,3.28,9302730000.0
1986-10-02,1986,10,4,Thursday,233.6,234.33,232.77,233.92,128100000,0.137,121.18,11.61,1.3717,232.73,236.79,240.75,232.87,233.98,237.09,-3.11,-3.1184,0.0084,42.85,249.14,235.94,222.74,0.1119,3.16,9430830000.0
1986-10-03,1986,10,4,Friday,233.92,236.16,232.79,233.71,128100000,-0.0898,120.98,11.51,1.3094,232.36,235.83,240.67,232.99,233.94,236.84,-2.9,-3.0748,0.1748,42.46,246.41,235.1,223.79,0.0962,3.18,9302730000.0
1986-10-06,1986,10,4,Monday,233.71,235.34,233.17,234.78,88250000,0.4578,121.99,12.02,1.3032,232.78,235.08,240.56,233.12,234.07,236.68,-2.61,-2.9818,0.3718,45.16,243.93,234.43,224.93,0.081,3.1,9390980000.0
1986-10-07,1986,10,4,Tuesday,234.74,235.18,233.46,234.41,125100000,-0.1576,121.64,11.84,1.2954,233.09,234.43,240.53,233.23,234.12,236.52,-2.4,-2.8654,0.4654,44.38,240.94,233.77,226.59,0.0614,3.01,9265880000.0
1986-10-08,1986,10,4,Wednesday,234.41,236.84,233.68,236.68,141700000,0.9684,123.79,12.93,1.323,234.06,233.91,240.57,233.37,234.51,236.53,-2.02,-2.6964,0.6764,50.04,237.11,233.25,229.39,0.0331,3.02,9407580000.0
1986-10-09,1986,10,4,Thursday,236.67,238.2,235.72,235.85,153400000,-0.3507,123.0,12.53,1.3233,234.71,233.37,240.55,233.52,234.72,236.48,-1.76,-2.5091,0.7491,48.11,237.23,233.28,229.34,0.0338,2.98,9254180000.0
1986-10-10,1986,10,4,Friday,235.84,236.27,235.31,235.48,105100000,-0.1569,122.66,12.35,0.8022,234.98,233.39,240.54,233.66,234.84,236.4,-1.56,-2.3193,0.7593,47.24,237.38,233.52,229.66,0.0331,2.83,9149080000.0
1986-10-13,1986,10,4,Monday,235.52,235.91,235.02,235.91,54990000,0.1826,123.06,12.56,0.67,235.26,233.64,240.56,233.79,235.0,236.37,-1.37,-2.1294,0.7594,48.41,237.65,233.72,229.8,0.0336,2.7,9204070000.0
1986-10-14,1986,10,4,Tuesday,235.9,236.37,234.37,235.37,116800000,-0.2289,122.55,12.3,0.6659,235.5,233.8,240.55,233.91,235.06,236.29,-1.23,-1.9495,0.7195,47.0,237.78,233.9,230.03,0.0331,2.65,9087270000.0
1986-10-15,1986,10,4,Wednesday,235.36,239.03,235.27,238.8,144300000,1.4573,125.79,13.94,0.7296,236.07,234.14,240.58,234.05,235.63,236.48,-0.85,-1.7296,0.8796,55.81,238.56,234.26,229.96,0.0367,2.73,9231570000.0
1986-10-16,1986,10,4,Thursday,238.83,240.18,238.8,239.53,156900000,0.3057,126.48,14.29,0.7294,236.8,234.51,240.64,234.2,236.23,236.71,-0.48,-1.4797,0.9997,57.43,239.41,234.62,229.83,0.0408,2.63,9388470000.0
1986-10-17,1986,10,4,Friday,239.5,239.53,237.71,238.84,124100000,-0.2881,125.83,13.96,0.7353,237.11,234.82,240.67,234.34,236.63,236.86,-0.23,-1.2298,0.9998,55.37,239.95,234.95,229.95,0.0426,2.57,9264370000.0
1986-10-20,1986,10,4,Monday,238.84,238.84,234.78,235.97,109000000,-1.2016,123.12,12.59,0.7907,237.13,235.0,240.66,234.47,236.53,236.8,-0.27,-1.0378,0.7678,47.67,240.03,235.0,229.98,0.0428,2.68,9155370000.0
1986-10-21,1986,10,4,Tuesday,236.03,236.49,234.95,235.88,110000000,-0.0381,123.03,12.54,0.7502,237.19,235.05,240.56,234.58,236.43,236.73,-0.3,-0.8902,0.5902,47.45,240.04,235.02,229.99,0.0428,2.6,9045370000.0
1986-10-22,1986,10,4,Wednesday,235.89,236.64,235.82,236.26,114000000,0.1611,123.39,12.72,0.748,237.24,235.07,240.42,234.72,236.41,236.69,-0.28,-0.7682,0.4882,48.54,240.04,235.01,229.99,0.0428,2.47,9159370000.0
1986-10-23,1986,10,4,Thursday,236.28,239.76,236.26,239.28,150900000,1.2783,126.25,14.17,0.7961,237.79,235.22,240.29,234.88,236.85,236.89,-0.04,-0.6226,0.5826,56.32,240.52,235.39,230.25,0.0436,2.54,9310270000.0
1986-10-24,1986,10,4,Friday,239.3,239.65,238.25,238.26,137500000,-0.4263,125.28,13.68,0.6718,237.72,235.52,240.13,235.05,237.07,236.99,0.08,-0.482,0.562,53.38,240.75,235.69,230.62,0.043,2.46,9172770000.0
1986-10-27,1986,10,4,Monday,238.22,238.77,236.72,238.77,133200000,0.2141,125.77,13.92,0.672,237.61,235.83,239.96,235.21,237.33,237.12,0.21,-0.3436,0.5536,54.66,240.58,236.13,231.68,0.0377,2.43,9305970000.0
1986-10-28,1986,10,4,Tuesday,238.81,240.58,238.77,239.26,145900000,0.2052,126.23,14.16,0.6198,237.67,236.28,239.8,235.37,237.62,237.28,0.34,-0.2069,0.5469,55.9,240.57,236.53,232.49,0.0342,2.39,9451870000.0
1986-10-29,1986,10,4,Wednesday,239.23,241.0,238.98,240.94,164400000,0.7022,127.82,14.96,0.6231,238.38,236.74,239.69,235.53,238.13,237.55,0.58,-0.0495,0.6295,59.96,241.14,236.9,232.65,0.0358,2.36,9616270000.0
1986-10-30,1986,10,4,Thursday,240.97,244.08,240.94,243.71,194200000,1.1497,130.44,16.28,0.6344,239.5,237.22,239.57,235.7,238.99,238.01,0.98,0.1564,0.8236,65.58,242.38,237.38,232.39,0.0421,2.42,9810470000.0
1986-10-31,1986,10,4,Friday,243.7,244.51,242.95,243.98,147200000,0.1108,130.69,16.41,0.6346,240.6,237.7,239.46,235.88,239.76,238.45,1.31,0.3871,0.9229,66.08,243.39,237.9,232.41,0.0462,2.36,9957670000.0
1986-11-03,1986,11,4,Monday,243.97,245.8,243.93,245.8,138200000,0.746,132.41,17.28,0.6415,241.53,238.27,239.37,236.07,240.69,238.99,1.7,0.6497,1.0503,69.32,244.77,238.45,232.13,0.053,2.32,10095870000.0
1986-11-04,1986,11,4,Tuesday,245.8,246.43,244.42,246.2,163200000,0.1627,132.79,17.47,0.6398,242.67,238.82,239.34,236.28,241.54,239.53,2.01,0.9217,1.0883,70.0,245.95,239.04,232.13,0.0578,2.3,10259070000.0
1986-11-05,1986,11,4,Wednesday,246.09,247.05,245.21,246.58,183200000,0.1543,133.15,17.65,0.634,243.78,239.4,239.21,236.49,242.31,240.05,2.26,1.1894,1.0706,70.66,247.12,239.53,231.95,0.0633,2.27,10442270000.0
1986-11-06,1986,11,4,Thursday,246.54,246.9,244.3,245.87,165300000,-0.2879,132.48,17.31,0.6212,244.73,239.84,239.06,236.7,242.86,240.48,2.38,1.4275,0.9525,67.65,247.91,240.03,232.16,0.0656,2.29,10276970000.0
1986-11-07,1986,11,4,Friday,245.85,246.13,244.92,245.77,142300000,-0.0407,132.38,17.26,0.6115,245.42,240.31,238.92,236.9,243.31,240.87,2.44,1.63,0.81,67.22,248.52,240.55,232.58,0.0663,2.21,10134670000.0
1986-11-10,1986,11,4,Monday,245.75,246.22,244.68,246.13,120200000,0.1465,132.73,17.43,0.6063,245.76,240.81,238.78,237.09,243.74,241.26,2.48,1.8,0.68,68.02,249.09,241.06,233.03,0.0666,2.16,10254870000.0
1986-11-11,1986,11,4,Tuesday,246.15,247.1,246.12,247.08,118500000,0.386,133.62,17.89,0.6074,246.2,241.35,238.76,237.28,244.26,241.69,2.57,1.954,0.616,70.08,249.63,241.65,233.66,0.0661,2.08,10373370000.0
1986-11-12,1986,11,4,Wednesday,247.06,247.67,245.68,246.64,162200000,-0.1781,133.21,17.68,0.6056,246.32,241.88,238.69,237.46,244.62,242.06,2.56,2.0752,0.4848,67.89,250.2,242.04,233.87,0.0675,2.07,10211170000.0
1986-11-13,1986,11,4,Thursday,246.63,246.66,242.98,243.02,164000000,-1.4677,129.78,15.95,0.6432,245.87,242.08,238.47,237.63,244.38,242.13,2.25,2.1102,0.1398,53.2,250.3,242.21,234.12,0.0668,2.19,10047170000.0
1986-11-14,1986,11,4,Friday,243.01,244.51,241.96,244.5,172100000,0.609,131.18,16.66,0.6517,245.57,242.32,238.35,237.79,244.39,242.31,2.08,2.1041,-0.0241,57.27,250.48,242.5,234.51,0.0659,2.21,10219270000.0
1986-11-17,1986,11,4,Monday,244.5,244.8,242.29,243.21,133300000,-0.5276,129.96,16.04,0.6609,245.19,242.53,238.25,237.94,244.21,242.37,1.84,2.0513,-0.2113,52.95,250.23,242.86,235.48,0.0607,2.24,10085970000.0
1986-11-18,1986,11,4,Tuesday,243.2,243.23,236.65,236.78,185300000,-2.6438,123.88,12.97,0.8496,243.91,242.57,238.03,238.06,243.07,241.96,1.11,1.863,-0.753,37.68,250.11,242.9,235.7,0.0593,2.55,9900670000.0
1986-11-19,1986,11,4,Wednesday,236.77,237.94,235.51,237.66,183300000,0.3717,124.72,13.39,0.8529,242.7,242.65,237.85,238.18,242.24,241.64,0.6,1.6104,-1.0104,40.22,249.93,242.97,236.02,0.0572,2.54,10083970000.0
1986-11-20,1986,11,4,Thursday,237.66,242.05,237.66,242.05,158100000,1.8472,128.87,15.49,0.9399,241.98,242.93,237.98,238.32,242.21,241.67,0.54,1.3963,-0.8563,50.96,249.87,243.11,236.36,0.0556,2.67,10242070000.0
1986-11-21,1986,11,4,Friday,242.03,246.38,241.97,245.86,200700000,1.5741,132.47,17.31,0.9601,241.87,243.24,238.29,238.48,242.77,241.98,0.79,1.2751,-0.4851,58.01,249.94,243.49,237.04,0.053,2.79,10442770000.0
1986-11-24,1986,11,4,Monday,245.86,248.0,245.21,247.45,150800000,0.6467,133.97,18.06,0.9574,242.5,243.68,238.6,238.64,243.49,242.39,1.1,1.2401,-0.1401,60.56,250.21,243.92,237.64,0.0515,2.79,10593570000.0
1986-11-25,1986,11,4,Tuesday,247.44,248.18,246.3,248.17,154600000,0.291,134.65,18.41,0.9576,243.03,244.13,238.93,238.8,244.21,242.81,1.4,1.2721,0.1279,61.69,250.52,244.37,238.22,0.0503,2.73,10748170000.0
1986-11-26,1986,11,4,Wednesday,248.14,248.9,247.73,248.77,152000000,0.2418,135.22,18.69,0.9577,243.82,244.58,239.27,238.96,244.91,243.26,1.65,1.3476,0.3024,62.66,250.99,244.76,238.53,0.0509,2.62,10900170000.0
1986-11-28,1986,11,4,Friday,248.82,249.22,248.07,249.22,93530000,0.1809,135.65,18.91,0.9505,245.6,244.97,239.61,239.12,245.57,243.7,1.87,1.4521,0.4179,63.4,251.55,245.04,238.52,0.0532,2.51,10993700000.0
1986-12-01,1986,12,4,Monday,249.22,249.22,245.72,249.05,133800000,-0.0682,135.49,18.83,0.9242,247.22,245.23,239.94,239.27,246.11,244.09,2.02,1.5657,0.4543,62.89,252.02,245.29,238.56,0.0549,2.58,10859900000.0
1986-12-02,1986,12,4,Tuesday,249.06,254.0,249.05,254.0,230400000,1.9876,140.17,21.19,1.0112,248.93,245.71,240.32,239.42,247.32,244.83,2.49,1.7506,0.7394,70.36,253.48,245.7,237.92,0.0633,2.75,11090300000.0
1986-12-03,1986,12,4,Wednesday,254.0,254.87,253.24,253.85,200100000,-0.0591,140.02,21.12,1.0046,250.07,246.09,240.69,239.59,248.33,245.5,2.83,1.9664,0.8636,69.9,254.68,246.08,237.49,0.0699,2.67,10890200000.0
1986-12-04,1986,12,4,Thursday,253.85,254.42,252.88,253.04,156900000,-0.3191,139.26,20.73,1.01,250.87,246.41,241.02,239.75,249.05,246.05,3.0,2.1732,0.8268,67.35,255.55,246.41,237.27,0.0742,2.59,10733300000.0
1986-12-05,1986,12,4,Friday,253.05,253.89,250.71,251.17,139800000,-0.739,137.49,19.84,1.0278,251.3,246.63,241.41,239.88,249.38,246.43,2.95,2.3285,0.6215,61.73,256.05,246.67,237.29,0.0761,2.63,10593500000.0
1986-12-08,1986,12,4,Monday,251.16,252.36,248.82,251.16,159000000,-0.004,137.48,19.83,1.0244,251.64,246.88,241.79,240.02,249.65,246.78,2.87,2.4368,0.4332,61.7,256.52,246.94,237.36,0.0776,2.7,10434500000.0
1986-12-09,1986,12,4,Tuesday,251.16,251.27,249.25,249.28,128700000,-0.7485,135.7,18.94,1.041,251.65,247.05,242.18,240.14,249.59,246.97,2.62,2.4735,0.1465,56.24,256.72,247.1,237.47,0.0779,2.65,10305800000.0
1986-12-10,1986,12,4,Wednesday,249.28,251.53,248.94,250.96,139700000,0.6739,137.29,19.74,1.0492,251.92,247.28,242.57,240.28,249.8,247.26,2.54,2.4868,0.0532,59.68,257.07,247.29,237.51,0.0791,2.65,10445500000.0
1986-12-11,1986,12,4,Thursday,250.97,250.98,247.15,248.17,136000000,-1.1117,134.65,18.41,1.0791,251.09,247.33,242.86,240.38,249.55,247.33,2.22,2.4334,-0.2134,52.33,257.15,247.37,237.59,0.0791,2.73,10309500000.0
1986-12-12,1986,12,4,Friday,248.17,248.31,247.02,247.35,126600000,-0.3304,133.88,18.02,1.0811,250.16,247.37,243.13,240.49,249.21,247.33,1.88,2.3227,-0.4427,50.37,257.15,247.58,238.02,0.0773,2.63,10182900000.0
1986-12-15,1986,12,4,Monday,247.31,248.23,244.92,248.21,148200000,0.3477,134.69,18.43,1.0275,249.47,247.61,243.42,240.6,249.06,247.4,1.66,2.1902,-0.5302,52.39,257.23,247.77,238.31,0.0764,2.68,10331100000.0
1986-12-16,1986,12,4,Tuesday,248.21,250.04,247.4,250.04,157000000,0.7373,136.42,19.3,1.031,249.31,247.88,243.72,240.73,249.21,247.59,1.62,2.0761,-0.4561,56.44,257.37,248.11,238.86,0.0746,2.67,10488100000.0
1986-12-17,1986,12,4,Wednesday,250.01,250.04,247.19,247.56,148800000,-0.9918,134.08,18.12,1.0502,248.8,248.09,243.99,240.84,248.96,247.59,1.37,1.9349,-0.5649,50.2,256.23,248.65,241.07,0.061,2.69,10339300000.0
1986-12-18,1986,12,4,Thursday,247.56,247.81,246.45,246.78,155400000,-0.3151,133.34,17.74,0.8512,248.44,248.56,244.19,240.95,248.62,247.53,1.09,1.7659,-0.6759,48.39,254.75,249.11,243.46,0.0453,2.59,10183900000.0
1986-12-19,1986,12,4,Friday,246.79,249.96,245.89,249.73,244700000,1.1954,136.13,19.15,0.878,248.26,249.14,244.47,241.07,248.79,247.69,1.1,1.6327,-0.5327,55.0,254.06,249.49,244.93,0.0366,2.7,10428600000.0
1986-12-22,1986,12,4,Monday,249.73,249.73,247.45,248.75,157600000,-0.3924,135.2,18.68,0.8061,248.35,249.46,244.73,241.18,248.79,247.77,1.02,1.5102,-0.4902,52.59,253.89,249.64,245.38,0.0341,2.67,10271000000.0
1986-12-23,1986,12,4,Tuesday,248.75,248.75,245.85,246.34,188700000,-0.9688,132.92,17.53,0.769,248.2,249.48,244.94,241.26,248.41,247.67,0.74,1.3562,-0.6162,47.12,253.98,249.58,245.18,0.0353,2.68,10082300000.0
1986-12-24,1986,12,4,Wednesday,246.34,247.22,246.02,246.75,95410000,0.1664,133.31,17.73,0.7562,247.99,249.45,245.17,241.33,248.15,247.6,0.55,1.1949,-0.6449,48.11,254.05,249.51,244.97,0.0364,2.58,10177710000.0
1986-12-26,1986,12,4,Friday,246.75,247.09,246.73,246.92,48860000,0.0689,133.47,17.81,0.7533,247.55,249.39,245.33,241.4,247.96,247.55,0.41,1.0379,-0.6279,48.54,254.09,249.42,244.74,0.0375,2.42,10226570000.0
1986-12-29,1986,12,4,Monday,246.9,246.92,244.31,244.67,99800000,-0.9112,131.34,16.74,0.7749,247.13,249.19,245.43,241.44,247.46,247.33,0.13,0.8564,-0.7264,43.41,254.33,249.19,244.05,0.0413,2.43,10126770000.0
1986-12-30,1986,12,4,Tuesday,244.66,244.67,243.04,243.37,126200000,-0.5313,130.12,16.12,0.7786,246.65,248.91,245.52,241.48,246.83,247.04,-0.21,0.6431,-0.8531,40.74,254.66,248.9,243.15,0.0462,2.38,10000570000.0
1986-12-31,1986,12,4,Wednesday,243.37,244.03,241.28,242.17,139200000,-0.4931,128.98,15.54,0.783,245.57,248.58,245.65,241.51,246.11,246.68,-0.57,0.4005,-0.9705,38.38,254.3,248.31,242.33,0.0482,2.4,9861370000.0
1987-01-02,1987,1,1,Friday,242.17,246.45,242.17,246.45,91880000,1.7674,133.03,0.0,0.7542,245.24,248.22,245.86,241.57,246.16,246.66,-0.5,0.2204,-0.7204,49.57,253.37,247.94,242.51,0.0438,2.54,9953250000.0
1987-01-05,1987,1,1,Monday,246.45,252.57,246.45,252.19,181900000,2.3291,138.45,2.33,0.9273,246.07,248.15,246.18,241.65,247.09,247.07,0.02,0.1803,-0.1603,60.05,253.17,247.9,242.63,0.0425,2.79,10135150000.0
1987-01-06,1987,1,1,Tuesday,252.2,253.99,252.14,252.78,189300000,0.234,139.01,2.57,0.9264,246.94,248.13,246.45,241.74,247.97,247.5,0.47,0.2382,0.2318,60.95,253.51,247.98,242.45,0.0446,2.73,10324450000.0
1987-01-07,1987,1,1,Wednesday,252.78,255.72,252.65,255.33,190900000,1.0088,141.42,3.6,0.9353,248.14,248.33,246.79,241.84,249.1,248.08,1.02,0.3946,0.6254,64.64,254.48,248.19,241.9,0.0507,2.75,10515350000.0
1987-01-08,1987,1,1,Thursday,255.36,257.28,254.97,257.28,194500000,0.7637,143.27,4.39,0.9467,249.94,248.62,247.16,241.96,250.36,248.76,1.6,0.6357,0.9643,67.2,256.08,248.59,241.1,0.0603,2.72,10709850000.0
1987-01-09,1987,1,1,Friday,257.26,259.2,256.11,258.73,193000000,0.5636,144.64,4.98,0.9297,252.13,249.07,247.55,242.06,251.65,249.5,2.15,0.9385,1.2115,69.0,257.69,248.98,240.27,0.07,2.74,10902850000.0
1987-01-12,1987,1,1,Monday,258.72,261.36,257.92,260.3,184200000,0.6068,146.12,5.62,0.928,254.72,249.52,247.94,242.17,252.98,250.3,2.68,1.2868,1.3932,70.86,259.64,249.59,239.53,0.0806,2.79,11087050000.0
1987-01-13,1987,1,1,Tuesday,260.3,260.45,259.21,259.95,170900000,-0.1345,145.79,5.48,0.8836,256.65,250.08,248.26,242.28,254.05,251.01,3.04,1.6375,1.4025,69.85,261.22,250.22,239.21,0.088,2.68,10916150000.0
1987-01-14,1987,1,1,Wednesday,259.95,262.72,259.62,262.64,214200000,1.0348,148.34,6.57,0.8909,258.14,250.81,248.63,242.41,255.37,251.87,3.5,2.01,1.49,73.03,263.21,250.94,238.67,0.0978,2.71,11130350000.0
1987-01-15,1987,1,1,Thursday,262.65,266.68,262.64,265.49,253100000,1.0851,151.03,7.73,0.9076,259.96,251.63,249.03,242.56,256.93,252.88,4.05,2.418,1.632,75.92,265.58,251.71,237.84,0.1102,2.81,11383450000.0
1987-01-16,1987,1,1,Friday,265.46,267.24,264.31,266.28,218400000,0.2976,151.78,8.05,0.9027,261.52,252.4,249.43,242.73,258.37,253.87,4.5,2.8344,1.6656,76.66,267.81,252.65,237.48,0.12,2.82,11601850000.0
1987-01-19,1987,1,1,Monday,266.26,269.34,264.0,269.34,162800000,1.1492,154.67,9.29,0.8693,263.25,253.44,249.89,242.93,260.06,255.02,5.04,3.2755,1.7645,79.34,270.38,253.77,237.16,0.1309,3.0,11764650000.0
1987-01-20,1987,1,1,Tuesday,269.34,271.03,267.65,269.04,224800000,-0.1114,154.39,9.17,0.862,264.72,254.5,250.35,243.14,261.44,256.06,5.38,3.6964,1.6836,78.39,272.56,254.74,236.92,0.1399,3.02,11539850000.0
1987-01-21,1987,1,1,Wednesday,269.04,270.87,267.35,267.84,184200000,-0.446,153.25,8.68,0.8621,265.8,255.36,250.79,243.31,262.42,256.93,5.49,4.0551,1.4349,74.55,274.2,255.69,237.19,0.1447,3.06,11355650000.0
1987-01-22,1987,1,1,Thursday,267.84,274.05,267.32,273.91,188700000,2.2663,158.99,11.14,0.9412,267.79,256.56,251.35,243.51,264.19,258.19,6.0,4.4441,1.5559,79.91,276.71,257.07,237.43,0.1528,3.32,11544350000.0
1987-01-23,1987,1,1,Friday,273.91,280.96,268.41,270.1,302400000,-1.391,155.39,9.6,0.9772,268.86,257.69,251.81,243.68,265.1,259.07,6.03,4.7613,1.2687,69.95,278.07,258.24,238.4,0.1536,3.98,11241950000.0
1987-01-26,1987,1,1,Monday,270.1,270.4,267.73,269.61,138900000,-0.1814,154.93,9.4,0.985,269.45,258.78,252.27,243.84,265.79,259.85,5.94,4.997,0.943,68.77,279.08,259.37,239.67,0.1519,3.89,11103050000.0
1987-01-27,1987,1,1,Tuesday,269.61,274.31,269.61,273.75,192300000,1.5356,158.84,11.08,1.01,270.51,260.06,252.88,244.03,267.02,260.88,6.14,5.2256,0.9144,72.94,280.25,260.83,241.4,0.1489,3.95,11295350000.0
1987-01-28,1987,1,1,Wednesday,273.75,275.71,273.03,275.4,195800000,0.6027,160.4,11.75,0.9571,271.38,261.52,253.5,244.22,268.31,261.96,6.35,5.4505,0.8995,74.41,281.06,262.43,243.8,0.142,3.86,11491150000.0
1987-01-29,1987,1,1,Thursday,275.4,276.85,272.54,274.24,205300000,-0.4212,159.3,11.28,0.951,272.12,262.99,254.12,244.38,269.22,262.87,6.35,5.6304,0.7196,71.48,280.74,264.03,247.32,0.1266,3.89,11285850000.0
1987-01-30,1987,1,1,Friday,274.24,274.24,271.38,274.08,163400000,-0.0583,159.15,11.21,0.9312,273.01,264.51,254.86,244.53,269.97,263.7,6.27,5.7583,0.5117,71.06,280.49,265.41,250.34,0.1136,3.81,11122450000.0
1987-02-02,1987,2,1,Monday,274.08,277.35,273.16,276.45,177400000,0.8647,161.39,12.17,0.8945,273.38,265.94,255.64,244.7,270.96,264.64,6.32,5.8707,0.4493,73.52,281.12,266.63,252.14,0.1087,3.84,11299850000.0
1987-02-03,1987,2,1,Tuesday,276.45,277.83,275.84,275.99,198100000,-0.1664,160.96,11.99,0.8082,274.22,267.07,256.32,244.86,271.74,265.48,6.26,5.9485,0.3115,72.24,281.29,267.79,254.28,0.1009,3.71,11101750000.0
1987-02-04,1987,2,1,Wednesday,275.99,279.65,275.35,279.64,222400000,1.3225,164.41,13.47,0.8294,275.65,268.35,256.99,245.04,272.95,266.53,6.42,6.0428,0.3772,75.84,282.16,269.0,255.85,0.0978,3.75,11324150000.0
1987-02-05,1987,2,1,Thursday,279.64,282.26,278.66,281.16,256700000,0.5436,165.85,14.08,0.8209,276.71,269.58,257.67,245.24,274.22,267.61,6.61,6.1563,0.4537,77.17,283.21,270.2,257.19,0.0963,3.74,11580850000.0
1987-02-06,1987,2,1,Friday,281.16,281.79,279.87,280.04,184100000,-0.3983,164.79,13.63,0.8386,277.37,270.67,258.31,245.43,275.11,268.54,6.57,6.239,0.331,73.94,283.8,271.26,258.73,0.0924,3.61,11396750000.0
1987-02-09,1987,2,1,Monday,280.04,280.04,277.24,278.16,143300000,-0.6713,163.01,12.87,0.8698,277.93,271.59,258.89,245.61,275.58,269.25,6.33,6.2572,0.0728,68.74,283.93,272.16,260.38,0.0865,3.55,11253450000.0
1987-02-10,1987,2,1,Tuesday,278.16,278.16,273.49,275.07,168300000,-1.1109,160.09,11.61,0.9235,278.07,272.29,259.41,245.77,275.5,269.68,5.82,6.1698,-0.3498,61.13,283.23,272.91,262.59,0.0756,3.63,11085150000.0
1987-02-11,1987,2,1,Wednesday,275.07,277.71,274.71,277.54,172400000,0.898,162.42,12.62,0.9285,278.23,273.13,259.98,245.96,275.82,270.26,5.56,6.0478,-0.4878,64.51,282.96,273.66,264.35,0.068,3.59,11257550000.0
1987-02-12,1987,2,1,Thursday,277.54,278.04,273.89,275.62,200400000,-0.6918,160.61,11.84,0.9381,278.18,273.75,260.41,246.16,275.79,270.66,5.13,5.8642,-0.7342,60.13,282.66,274.16,265.66,0.062,3.63,11057150000.0
